,Name,Coefficients
0,滞在時間,-0.029616619380200635
1,閲覧ページ総数,0.021495135368435624
2,閲覧ページ数/セッション,0.04425211277209861
3,指名回数_あり,-0.3149390789435591
4,指名回数_なし,0.6155459138285234
5,コース受諾回数_あり,2.6397061542664892
6,コース受諾回数_なし,0.6155459138285233
7,職業_その他,0.21167589668179687
8,職業_パート・アルバイト,0.12985364526385867
9,職業_主婦,-0.1855976046093749
10,職業_会社員,-0.13261686126984526
11,職業_学生,-0.5098536336085319
12,職業_自営業,0.007261991884955919
13,生年月日,-0.0021969877010612087
