,Unnamed: 0_x,顧客ID,商品コード,売上単価,数量,売上,明細ID,スコア,施術時間_x,Unnamed: 0_y,キャンセル回数,Unnamed: 0_x,コンタクト回数,Unnamed: 0_y,問い合わせ回数,滞在時間,閲覧ページ総数,閲覧ページ数/セッション,指名回数_nan,指名回数_あり,指名回数_なし,指名回数_削除,指名回数_空欄,コース受諾回数_nan,コース受諾回数_あり,コース受諾回数_なし,コース受諾回数_削除,コース受諾回数_空欄,紹介カード受渡回数_nan,紹介カード受渡回数_あり,紹介カード受渡回数_なし,紹介カード受渡回数_空欄,治療送客回数_nan,治療送客回数_あり,治療送客回数_なし,治療送客回数_空欄,院長挨拶回数_nan,院長挨拶回数_あり,院長挨拶回数_なし,院長挨拶回数_空欄,施術時間_y,性別_nan,性別_女,性別_男,性別_空欄,携帯TEL_有,携帯TEL_無,携帯TEL_空欄,自宅TEL_有,自宅TEL_無,自宅TEL_空欄,携帯メール_有,携帯メール_無,携帯メール_空欄,PCメール_有,PCメール_無,PCメール_空欄,職業_nan,職業_その他,職業_パート・アルバイト,職業_主婦,職業_会社員,職業_学生,職業_自営業,職業_空欄,生年月日,登録区分_CC,登録区分_HP,登録区分_店舗,登録区分_空欄
28028,16921,213850001,300101,16200,1,16200,2130000011604,0,90,,,,,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,1.0,0.0,0.0
28029,16922,213850001,300105,0,1,0,2130000011605,0,90,,,,,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,1.0,0.0,0.0
28030,16923,213850001,300004,540,1,540,2130000011606,0,90,,,,,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,1.0,0.0,0.0
28031,16924,213850001,400534,0,1,0,2130000011607,0,90,,,,,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,1.0,0.0,0.0
28032,16925,213940001,200005,0,1,0,2130000012091,0,120,,,,,,,2,5,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,1.0,0.0,0.0
28033,16926,213940001,1B2001,42120,1,42120,2130000012092,0,120,,,,,,,2,5,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,1.0,0.0,0.0
28034,16927,213940001,1B2002,0,1,0,2130000012093,0,120,,,,,,,2,5,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,1.0,0.0,0.0
28035,16928,213940001,1B2102,0,1,0,2130000012094,0,120,,,,,,,2,5,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,1.0,0.0,0.0
28036,16929,213940001,1B2195,0,1,0,2130000012095,0,120,,,,,,,2,5,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,1.0,0.0,0.0
28037,16930,213940001,200081,2052,2,4104,2130000012096,0,120,,,,,,,2,5,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,1.0,0.0,0.0
28038,16931,214110003,200049,0,1,0,2140000004381,0,135,,,,,,,1,2,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28040,16932,214110003,200101,16200,1,16200,2140000004382,0,135,,,,,,,1,2,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28042,16933,214110003,200102,0,1,0,2140000004383,0,135,,,,,,,1,2,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28044,16934,214110003,400018,-2160,1,-2160,2140000004384,0,135,,,,,,,1,2,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28046,16935,214110003,200103,0,1,0,2140000004591,0,135,,,,,,,1,2,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28048,16936,214110003,200104,0,1,0,2140000004592,0,135,,,,,,,1,2,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28050,16937,214150012,1A1505,0,1,0,2140000004391,0,135,,,,,,,1,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28052,16938,214150012,000001,20000,1,20000,2140000004392,0,135,,,,,,,1,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28054,16939,214150012,1A1506,0,2,0,2140000004393,0,135,,,,,,,1,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28056,16940,214150012,1A1511,0,1,0,2140000004394,0,135,,,,,,,1,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28058,16941,214150012,1A1513,0,1,0,2140000004395,0,135,,,,,,,1,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28060,16942,214150012,1A1517,0,1,0,2140000004396,0,135,,,,,,,1,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28062,16943,214150012,1A1518,0,1,0,2140000004397,0,135,,,,,,,1,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28064,16944,214150012,1A1524,0,1,0,2140000004661,0,135,,,,,,,1,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28066,16945,214150012,1A1507,0,2,0,2140000004662,0,135,,,,,,,1,1,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28068,16946,214210007,200049,0,1,0,2140000004531,0,105,,,,,,,2,6,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28069,16947,214210007,1A1601,82080,1,82080,2140000004532,3,105,,,,,,,2,6,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28070,16948,214210007,1A1604,0,1,0,2140000004533,0,105,,,,,,,2,6,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28071,16949,214310007,1A1601,82080,1,82080,2140000004331,3,245,,,,,,,4,9,4,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28074,16950,214310007,1A1604,0,1,0,2140000004332,0,245,,,,,,,4,9,4,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28077,16951,214310007,1A1603,0,1,0,2140000004471,0,245,,,,,,,4,9,4,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28080,16952,214310007,1A1606,0,2,0,2140000004472,0,245,,,,,,,4,9,4,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28083,16953,214310007,1A1605,0,1,0,2140000004631,0,245,,,,,,,4,9,4,3,0,0,0,0,2,1,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28086,16954,214410005,1B2202,0,1,0,2140000004261,0,95,,,,,,,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
28087,16955,214410005,1B2295,0,1,0,2140000004262,0,95,,,,,,,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
28088,16956,214410017,200049,0,1,0,2140000004721,0,105,,,,,,,5,7,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28089,16957,214410017,200073,8640,1,8640,2140000004722,0,105,,,,,,,5,7,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28090,16958,214410017,300011,2160,1,2160,2140000004723,0,105,,,,,,,5,7,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28091,16959,214410017,300012,2160,1,2160,2140000004724,0,105,,,,,,,5,7,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28092,16960,214510002,1B2201,28080,1,28080,2140000004581,4,105,,,,,,,5,9,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1.0,0.0,0.0,0.0
28093,16961,214510002,1B2202,0,1,0,2140000004582,0,105,,,,,,,5,9,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1.0,0.0,0.0,0.0
28094,16962,214510002,200035,2160,2,4320,2140000004583,0,105,,,,,,,5,9,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1.0,0.0,0.0,0.0
28095,16963,214510002,400543,-2160,2,-4320,2140000004584,0,105,,,,,,,5,9,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1.0,0.0,0.0,0.0
28096,16964,214510002,300011,2160,1,2160,2140000004585,0,105,,,,,,,5,9,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1.0,0.0,0.0,0.0
28097,16965,214510003,1A1502,0,1,0,2140000004371,0,60,,,,,,,2,4,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28098,16966,214510004,1A1602,0,1,0,2140000004361,0,60,,,94.0,1.0,,,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28099,16967,214510004,1A1607,0,2,0,2140000004362,0,60,,,94.0,1.0,,,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28100,16968,214510005,200049,0,1,0,2140000004701,0,90,,,,,,,5,8,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28101,16969,214510005,1A1501,105840,1,105840,2140000004702,5,90,,,,,,,5,8,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28102,16970,214510005,1A1504,0,1,0,2140000004703,0,90,,,,,,,5,8,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,1.0,0.0,0.0,0.0
28103,16971,214750005,1A1605,0,1,0,2130000011811,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28105,16972,214750005,1A1606,0,2,0,2130000011812,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28107,16973,214750005,1A1607,0,1,0,2130000011813,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28109,16974,214750005,200068,0,1,0,2130000011814,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28111,16975,214750005,1A1603,0,1,0,2130000011815,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28113,16976,214750005,300004,540,1,540,2130000011816,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28115,16977,214750005,600086,5292,1,5292,2130000011817,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28117,16978,214750005,600006,329,1,329,2130000011818,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28119,16979,214750005,600019,1944,1,1944,2130000011819,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28121,16980,214750005,600051,594,1,594,2130000011820,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28123,16981,214750005,600063,648,1,648,2130000011821,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28125,16982,214750005,201901,5292,1,5292,2130000011822,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28127,16983,214750005,201902,0,1,0,2130000011823,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28129,16984,214750005,000001,0,1,0,2130000011824,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28131,16985,214750005,000000,0,1,0,2130000011825,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
28133,16986,214750005,1A1602,0,1,0,2130000012341,0,180,,,,,,,3,8,5,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,0.0,1.0,0.0,0.0
