,顧客ID,状況,指名区分,予約回数
3142,117430015,変更取消,なし,1
3143,117450011,予確済,なし,1
3144,117510017,予確済,あり,1
3145,117510017,予約,あり,2
3146,119110083,予確済,あり,1
3147,119110083,予約,なし,1
3148,119110090,予確済,なし,1
3149,119130042,予約,なし,1
3150,119140006,予確済,なし,1
3151,119150150,予確済,なし,1
3152,119150173,予確済,なし,3
3153,119150173,予約,なし,1
3154,119150177,予確済,なし,1
3155,119150177,予約,なし,3
3156,119210109,予確済,なし,2
3157,119230044,予確済,なし,1
3158,119230044,予約,なし,2
3159,119250075,仮予約,なし,1
3160,119250075,変更取消,なし,1
3161,119250076,予確済,なし,2
3162,119250076,予約,なし,1
3163,119310094,予約,あり,1
3164,119310094,予約,なし,2
3165,119310097,予確済,なし,1
3166,119320022,予約,なし,1
3167,119320070,取消,なし,1
3168,119330101,予確済,なし,1
3169,119330123,予約,なし,1
3170,119330124,予確済,なし,1
3171,119330124,仮予約,なし,1
3172,119330124,変更取消,なし,2
3173,119330126,予確済,なし,2
3174,119330126,予約,なし,1
3175,119410104,予確済,なし,2
3176,119410104,予約,なし,1
3177,119410104,変更取消,なし,2
3178,119410112,予確済,なし,4
3179,119410112,予約,なし,2
3180,119410112,変更取消,なし,1
3181,119410113,予確済,なし,1
3182,119410113,予約,あり,1
3183,119410113,予約,なし,1
3184,119440010,予確済,なし,1
3185,119440010,予約,なし,1
3186,119450004,予確済,なし,1
3187,119450004,変更取消,なし,1
3188,119450023,予確済,なし,1
3189,119450036,予確済,なし,3
3190,119450036,予約,なし,2
3191,119450036,変更取消,なし,1
3192,119520009,予約,なし,2
3193,119520027,予約,なし,1
3194,119520030,予確済,なし,2
3195,119710089,予確済,なし,2
3196,119710094,予約,なし,1
3197,119850005,予約,なし,1
3198,119850007,予確済,なし,1
3199,119850007,予約,なし,2
3200,119910034,予確済,なし,2
3201,119910034,予約,なし,1
3202,120110101,予確済,なし,1
3203,120110124,取消,なし,1
3204,120120201,予約,なし,1
3205,120120207,予確済,なし,2
3206,120120207,予約,なし,3
3207,120130062,予確済,なし,1
3208,120130062,取消,なし,4
3209,120150075,予確済,なし,1
3210,120150075,予約,なし,1
3211,120150104,予確済,なし,1
3212,120150120,予確済,なし,1
3213,120150189,予約,なし,1
3214,120150192,予確済,なし,2
3215,120150192,予約,なし,3
3216,120150193,予約,なし,4
3217,120210098,予確済,なし,1
3218,120210098,予約,なし,1
3219,120210132,予確済,なし,1
3220,120210150,予確済,なし,1
3221,120210150,仮予約,なし,1
3222,120210150,変更取消,なし,1
3223,120220074,予確済,なし,1
3224,120220078,予確済,なし,2
3225,120220078,予約,なし,1
3226,120230051,予確済,なし,1
3227,120230051,予約,なし,1
3228,120250136,予確済,なし,3
3229,120250136,予約,なし,3
3230,120310157,予約,なし,1
3231,120310162,予約,なし,1
3232,120330084,予確済,なし,2
3233,120410116,予確済,なし,1
3234,120410123,予約,なし,1
3235,120410151,予確済,なし,1
3236,120410151,予約,なし,1
3237,120410151,取消,なし,1
3238,120410151,変更取消,なし,1
3239,120410160,予約,なし,1
3240,120410185,予約,なし,1
3241,120410200,予約,なし,1
3242,120410206,予確済,なし,1
3243,120430026,予確済,あり,1
3244,120510031,予約,なし,1
3245,120510065,予確済,なし,1
3246,120520045,予確済,なし,1
3247,120630022,予確済,なし,1
3248,120630022,予約,なし,1
3249,120710094,予確済,なし,1
3250,120710094,予約,なし,1
3251,120720016,予約,なし,1
3252,120720065,予確済,なし,1
3253,120720087,予確済,なし,2
3254,120720087,予約,なし,2
3255,120730016,予約,なし,1
3256,120730037,予確済,なし,1
3257,120750034,予確済,なし,1
3258,120810052,予約,なし,1
3259,120810117,予約,なし,2
3260,120810120,予確済,なし,1
3261,120810120,予約,なし,3
3262,120910050,予確済,なし,2
3263,120910050,取消,なし,3
3264,121130009,予確済,なし,1
3265,121130009,予約,なし,1
3266,121210033,予確済,なし,1
3267,121220016,予確済,あり,1
3268,121220018,予確済,なし,1
3269,121410048,予約,なし,1
3270,121410050,予確済,なし,1
3271,121410050,予約,なし,1
3272,122120074,予約,なし,1
3273,122150012,予確済,あり,1
3274,122250074,予確済,なし,1
3275,122250074,取消,あり,1
3276,122410058,予確済,なし,1
3277,122410058,予約,なし,1
3278,122410059,予確済,なし,3
3279,122410059,予約,なし,1
3280,122610014,予約,なし,1
3281,122620011,予約,なし,1
3282,122620014,予確済,なし,1
3283,122640001,予確済,なし,1
3284,123710005,予確済,なし,1
3285,123710005,予約,なし,1
3286,124210082,予約,なし,1
3287,124220038,予確済,なし,1
3288,124250072,予確済,なし,1
3289,124250072,予約,なし,1
3290,124250075,予確済,なし,3
3291,124250075,予約,なし,1
3292,124320039,予確済,なし,1
3293,124320039,変更取消,なし,1
3294,124320053,予確済,なし,1
3295,124320053,予約,なし,1
3296,124330015,予約,なし,1
3297,124340006,予確済,なし,1
3298,124340006,予約,なし,1
3299,124410105,予確済,なし,1
3300,124410105,予約,なし,1
3301,124410116,予確済,なし,1
3302,124520010,予確済,なし,1
3303,124520010,予約,なし,1
3304,124620033,予確済,なし,2
3305,124620033,予約,なし,1
3306,124620033,変更取消,なし,1
3307,124630071,予約,なし,1
3308,124630073,予確済,なし,3
3309,124630073,予約,なし,1
3310,124650013,予確済,なし,1
3311,124650013,予約,なし,1
3312,124810093,取消,なし,1
3313,124810100,予確済,なし,1
3314,124810100,予約,なし,4
3315,124810101,予確済,なし,1
3316,125630015,予確済,なし,1
3317,125630015,取消,なし,1
3318,125650018,予約,なし,1
3319,125810032,予確済,なし,1
3320,125810032,予約,なし,1
3321,126150020,予約,なし,1
3322,126220006,予確済,なし,1
3323,126220006,取消,なし,1
3324,126320005,予確済,なし,1
3325,126320005,予約,なし,1
3326,126330010,予確済,なし,1
3327,126510007,予約,なし,1
3328,126610009,予確済,なし,1
3329,126610009,予約,なし,1
3330,126610011,予確済,なし,2
3331,126610011,予約,なし,2
3332,126630013,予確済,なし,1
3333,126630013,予約,なし,1
3334,126720005,予確済,なし,1
3335,126730001,予約,なし,1
3336,126810014,予確済,なし,1
3337,126810014,予約,なし,1
3338,126850010,予確済,なし,1
3339,127150042,予確済,なし,1
3340,127150042,変更取消,なし,1
3341,127150069,予確済,なし,1
3342,127150069,取消,なし,1
3343,127150069,変更取消,なし,1
3344,127320039,予確済,なし,1
3345,127450002,予確済,なし,1
3346,127510003,予確済,なし,1
3347,128110003,予確済,なし,1
3348,128120050,予確済,なし,1
3349,128120052,予確済,なし,2
3350,128120052,予約,なし,1
3351,128210026,予約,なし,1
3352,128230011,予約,なし,1
3353,128250005,予約,なし,1
3354,128250028,予約,なし,1
3355,128310013,予確済,なし,1
3356,128310013,予約,なし,1
3357,128610020,予確済,なし,1
3358,128810026,予確済,なし,1
3359,128810026,予約,なし,1
3360,129210051,予確済,なし,1
3361,129210051,予約,なし,1
3362,129310032,予確済,あり,1
3363,129340007,予確済,なし,1
3364,129340007,予約,なし,1
3365,129350002,予確済,なし,1
3366,129350002,変更取消,なし,1
3367,129410023,予約,なし,1
3368,129410037,予約,なし,1
3369,129410056,予確済,なし,2
3370,129410056,予約,なし,1
3371,131120010,予約,なし,1
3372,131150001,予約,なし,1
3373,131150008,予確済,なし,1
3374,131230012,予確済,なし,1
3375,131230012,予約,なし,1
3376,131310029,予確済,なし,1
3377,131410003,予約,なし,1
3378,131410013,予約,なし,1
3379,131410030,予確済,なし,1
3380,131510007,予約,なし,1
3381,131710020,予確済,なし,1
3382,131710026,予約,なし,1
3383,131720019,予確済,なし,1
3384,131720019,予約,なし,1
3385,131720019,取消,なし,1
3386,132110020,予約,なし,1
3387,132120012,予確済,なし,1
3388,132220014,予約,なし,1
3389,132230022,予確済,なし,1
3390,132230022,予約,なし,2
3391,132320011,予約,なし,1
3392,132330014,予確済,なし,1
3393,132330014,予約,なし,1
3394,132410036,予約,なし,1
3395,132720014,予確済,なし,1
3396,132810031,予約,なし,1
3397,133330019,予確済,なし,1
3398,133330019,予約,なし,2
3399,133410093,予約,なし,1
3400,133430024,予約,なし,1
3401,133520007,予確済,なし,2
3402,133520007,予約,なし,1
3403,133520028,予約,なし,1
3404,133630056,予確済,なし,1
3405,133630056,予約,なし,2
3406,133650010,仮予約,なし,1
3407,133710052,予確済,なし,1
3408,133710052,変更取消,なし,1
3409,133710053,予約,なし,2
3410,133710055,予約,なし,1
3411,134110024,取消,なし,1
3412,134110028,予確済,あり,1
3413,134110028,取消,あり,1
3414,134110030,予約,なし,1
3415,134120001,予約,なし,1
3416,134120073,予確済,なし,1
3417,134120074,予確済,なし,1
3418,134120074,予約,なし,1
3419,134310064,予確済,なし,1
3420,134310064,予約,なし,1
3421,134330013,予約,なし,1
3422,134410019,予約,なし,1
3423,134510032,予確済,なし,1
3424,134510033,予約,なし,1
3425,134720014,予確済,あり,1
3426,135110045,予約,なし,1
3427,135120117,予確済,なし,2
3428,135120117,予約,なし,1
3429,135130073,取消,なし,1
3430,135130074,予確済,なし,2
3431,135130074,予約,なし,1
3432,135130076,予確済,なし,1
3433,135130076,予約,なし,1
3434,135130076,変更取消,なし,1
3435,135150128,予約,なし,1
3436,135210091,予確済,あり,1
3437,135220046,予確済,なし,1
3438,135220046,予約,なし,1
3439,135320069,予確済,なし,1
3440,135320072,予確済,なし,1
3441,135410149,予確済,なし,1
3442,135410149,予約,なし,1
3443,135450035,予確済,なし,1
3444,135520036,予約,なし,1
3445,135520051,予約,なし,2
3446,135550003,予約,なし,1
3447,135550016,予確済,なし,1
3448,135550016,取消,なし,1
3449,135550016,変更取消,なし,1
3450,135710057,予約,なし,1
3451,135710066,予約,あり,1
3452,135710076,予確済,なし,1
3453,135710076,予約,なし,1
3454,135710091,予確済,なし,2
3455,135710091,予約,なし,1
3456,135720039,予約,なし,1
3457,135810048,予確済,なし,1
3458,135810069,予約,なし,1
3459,135910007,予約,なし,1
3460,136110026,予確済,なし,1
3461,136110028,予約,なし,1
3462,136120017,予確済,なし,1
3463,136120017,仮予約,なし,1
3464,136120050,仮予約,なし,1
3465,136120050,変更取消,なし,1
3466,136120060,予確済,なし,1
3467,136120060,予約,なし,1
3468,136150034,予約,なし,1
3469,136150059,予確済,なし,2
3470,136150059,予約,なし,1
3471,136210060,予確済,なし,1
3472,136220034,予確済,なし,2
3473,136220034,予約,なし,1
3474,136220034,変更取消,なし,1
3475,136230026,予確済,なし,1
3476,136310069,予確済,なし,1
3477,136310069,予約,なし,1
3478,136310076,予確済,なし,1
3479,136430026,予確済,なし,1
3480,136510052,予約,なし,1
3481,136510053,予確済,なし,3
3482,136510053,変更取消,なし,2
3483,136610001,予確済,なし,1
3484,136610050,予確済,なし,2
3485,136630029,予約,なし,3
3486,136710054,予確済,なし,1
3487,136710054,予約,なし,1
3488,136710054,変更取消,なし,1
3489,136720043,予確済,なし,1
3490,136720044,予確済,なし,1
3491,136730014,予約,なし,1
3492,136910025,予確済,なし,1
3493,137130011,予確済,なし,3
3494,137130011,予約,なし,1
3495,137130011,変更取消,なし,1
3496,137150036,予確済,なし,1
3497,137210002,予確済,なし,1
3498,137210019,予確済,なし,1
3499,137210019,予約,なし,2
3500,137220017,予確済,なし,1
3501,137220017,変更取消,なし,1
3502,137250036,予確済,なし,3
3503,137250036,予約,なし,1
3504,137250038,予確済,なし,1
3505,137330019,予確済,なし,1
3506,137410021,予確済,なし,1
3507,137510035,予確済,なし,1
3508,137510035,予約,なし,1
3509,137520008,予確済,なし,2
3510,137610021,予確済,なし,1
3511,137750002,予確済,なし,1
3512,137750002,予約,なし,1
3513,137750002,変更取消,なし,2
3514,137810024,予確済,なし,1
3515,137850010,予確済,なし,1
3516,137850010,予約,なし,1
3517,138110010,予確済,なし,1
3518,138110010,取消,なし,1
3519,138110018,仮予約,あり,1
3520,138120027,予確済,なし,1
3521,138120029,予確済,なし,1
3522,138120029,予約,なし,1
3523,138120029,変更取消,なし,1
3524,138250016,予確済,なし,1
3525,138310026,予確済,なし,1
3526,138310026,予約,なし,1
3527,138410028,予約,なし,4
3528,138430006,予確済,なし,2
3529,138430006,予約,なし,1
3530,138610017,予確済,なし,1
3531,138610017,予約,なし,4
3532,138610021,予確済,なし,2
3533,138610021,予約,なし,3
3534,138620004,予確済,なし,1
3535,138620004,予約,なし,3
3536,138710011,予確済,なし,1
3537,138810007,予確済,なし,2
3538,138910005,予確済,なし,1
3539,138910005,取消,なし,1
3540,139120044,予確済,なし,1
3541,139120044,予約,なし,2
3542,139210049,予確済,なし,1
3543,139210049,予約,なし,1
3544,139250024,予確済,なし,1
3545,139250024,予約,なし,2
3546,139440006,予確済,なし,1
3547,139520024,予約,なし,1
3548,139520025,予確済,なし,1
3549,139520025,予約,なし,1
3550,139520025,取消,なし,2
3551,139520025,変更取消,なし,1
3552,139620020,予確済,なし,2
3553,139620020,予約,なし,2
3554,139730001,予確済,なし,1
3555,139810033,予確済,なし,2
3556,139810033,予約,なし,1
3557,139810033,取消,なし,1
3558,139810033,変更取消,なし,2
3559,140110016,予約,なし,1
3560,140110027,取消,なし,1
3561,140120061,予約,なし,1
3562,140150033,予確済,なし,1
3563,140150033,取消,なし,1
3564,140210039,予約,なし,1
3565,140220031,予確済,なし,2
3566,140220031,予約,なし,1
3567,140220031,仮予約,なし,1
3568,140220031,取消,なし,1
3569,140220031,変更取消,なし,3
3570,140220032,予確済,なし,1
3571,140220032,予約,なし,1
3572,140250032,予確済,なし,2
3573,140250032,予約,なし,4
3574,140410064,予約,なし,1
3575,140510044,予約,なし,1
3576,140550013,予確済,なし,1
3577,140550013,予約,なし,1
3578,140720021,予約,なし,1
3579,140720023,予確済,なし,1
3580,140720023,予約,なし,4
3581,140850014,予約,なし,1
3582,140910004,予約,なし,1
3583,141110017,予確済,なし,1
3584,141110017,予約,なし,1
3585,141120008,予確済,なし,1
3586,141120008,取消,あり,1
3587,141120008,取消,なし,1
3588,141120008,変更取消,あり,2
3589,141150023,予確済,なし,1
3590,141150051,予確済,なし,1
3591,141150051,予約,なし,1
3592,141150051,変更取消,なし,1
3593,141410048,予約,なし,1
3594,141510032,予約,なし,1
3595,141610025,予約,あり,1
3596,141610025,変更取消,なし,1
3597,141610026,予確済,なし,1
3598,141630023,予確済,なし,1
3599,141630023,予約,なし,1
3600,141910005,予約,なし,1
3601,143110135,予確済,なし,1
3602,143110147,予確済,あり,1
3603,143110180,予確済,なし,1
3604,143110180,予約,あり,1
3605,143110181,予確済,なし,2
3606,143120005,予確済,なし,1
3607,143120033,予約,なし,1
3608,143120072,予約,なし,1
3609,143120151,予確済,なし,1
3610,143120214,予約,なし,1
3611,143120223,予確済,なし,1
3612,143120235,予確済,なし,1
3613,143120240,予約,なし,1
3614,143120240,変更取消,なし,1
3615,143120243,予確済,なし,1
3616,143120243,予約,なし,1
3617,143120261,予約,なし,1
3618,143120264,予確済,なし,2
3619,143120264,予約,なし,1
3620,143120264,変更取消,なし,1
3621,143120265,予確済,なし,1
3622,143120265,予約,なし,1
3623,143120266,予確済,なし,1
3624,143120266,予約,なし,1
3625,143120266,変更取消,なし,2
3626,143120270,予確済,なし,1
3627,143120270,予約,なし,1
3628,143120273,予確済,なし,1
3629,143120273,取消,なし,1
3630,143120275,予確済,なし,2
3631,143120275,変更取消,なし,1
3632,143120276,予確済,なし,1
3633,143120276,取消,なし,1
3634,143120277,予確済,なし,1
3635,143120278,予確済,なし,1
3636,143130046,予約,なし,1
3637,143140009,予確済,なし,1
3638,143140033,予確済,なし,1
3639,143140033,予約,なし,1
3640,143150179,予確済,なし,1
3641,143150238,予確済,なし,1
3642,143150274,予確済,なし,2
3643,143150274,予約,なし,1
3644,143150277,予確済,あり,1
3645,143150277,予確済,なし,2
3646,143150277,予約,なし,1
3647,143150278,予確済,なし,1
3648,143150278,変更取消,なし,1
3649,143150280,予確済,なし,1
3650,143150282,予確済,なし,2
3651,143150283,予確済,なし,1
3652,143150283,予約,なし,1
3653,143150283,取消,なし,1
3654,143210122,予確済,なし,1
3655,143210143,予約,なし,1
3656,143210174,予確済,なし,2
3657,143210213,予確済,なし,1
3658,143210216,予確済,なし,1
3659,143210216,予約,なし,1
3660,143210218,予約,あり,1
3661,143210233,予確済,なし,2
3662,143210233,取消,なし,2
3663,143210233,変更取消,なし,1
3664,143210234,予確済,なし,2
3665,143210234,予約,なし,1
3666,143210234,変更取消,なし,1
3667,143210235,予確済,なし,1
3668,143210237,予確済,なし,2
3669,143210239,予確済,なし,1
3670,143210239,予約,なし,1
3671,143220021,予確済,なし,1
3672,143220021,予約,あり,1
3673,143220032,予確済,なし,1
3674,143220070,予確済,なし,1
3675,143220070,予約,なし,1
3676,143220076,予確済,なし,1
3677,143220080,予確済,なし,1
3678,143220081,予確済,なし,1
3679,143240003,予確済,なし,1
3680,143240003,予約,なし,1
3681,143240003,変更取消,なし,1
3682,143250157,予約,なし,1
3683,143250164,予確済,なし,1
3684,143250168,予確済,なし,1
3685,143250168,仮予約,なし,1
3686,143250169,予確済,なし,1
3687,143250171,予確済,なし,2
3688,143250172,予確済,なし,1
3689,143310172,予確済,なし,1
3690,143310215,予確済,なし,1
3691,143310222,予確済,なし,1
3692,143310228,予確済,なし,1
3693,143310229,予確済,なし,1
3694,143310230,予約,なし,1
3695,143310231,予確済,なし,2
3696,143310231,予約,なし,1
3697,143310232,予確済,なし,1
3698,143310232,変更取消,なし,1
3699,143310233,予確済,なし,2
3700,143310233,予約,なし,1
3701,143310234,予確済,なし,1
3702,143310234,予約,なし,1
3703,143310235,予確済,なし,1
3704,143310235,予約,なし,1
3705,143310236,予確済,なし,1
3706,143320040,予確済,なし,1
3707,143320040,変更取消,なし,1
3708,143320076,予約,なし,1
3709,143320108,予確済,あり,1
3710,143320123,予確済,なし,2
3711,143320131,予確済,なし,3
3712,143320131,予約,なし,1
3713,143320132,予確済,なし,1
3714,143320132,予約,なし,1
3715,143320132,変更取消,なし,1
3716,143320134,予確済,なし,2
3717,143320134,予約,なし,1
3718,143320136,予確済,なし,1
3719,143330056,予確済,なし,1
3720,143330104,予確済,なし,1
3721,143330104,予約,なし,1
3722,143330106,予約,あり,1
3723,143330120,予確済,なし,2
3724,143330120,予約,なし,1
3725,143330123,予確済,なし,1
3726,143340021,予確済,なし,1
3727,143350018,予確済,あり,1
3728,143350018,予約,あり,1
3729,143350019,予確済,なし,1
3730,143410126,予確済,なし,1
3731,143410126,予約,なし,1
3732,143410132,予確済,なし,1
3733,143410132,予約,なし,1
3734,143410132,変更取消,なし,1
3735,143410179,予確済,なし,1
3736,143410179,取消,なし,1
3737,143410204,予約,あり,1
3738,143410230,予確済,なし,1
3739,143410242,予確済,なし,1
3740,143410242,予約,なし,1
3741,143410242,変更取消,なし,1
3742,143410255,予確済,なし,1
3743,143410255,予約,なし,1
3744,143410256,予確済,あり,1
3745,143410257,予確済,なし,1
3746,143410257,取消,なし,1
3747,143410259,予確済,なし,1
3748,143410260,予確済,なし,2
3749,143410260,変更取消,なし,1
3750,143410261,予確済,なし,1
3751,143420015,予確済,なし,2
3752,143430045,予確済,なし,1
3753,143430047,予確済,なし,1
3754,143430047,予約,あり,1
3755,143440014,予約,なし,1
3756,143450021,予確済,なし,2
3757,143450059,予確済,なし,1
3758,143450059,取消,なし,1
3759,143510150,予確済,なし,1
3760,143510153,予確済,なし,1
3761,143510153,予約,なし,1
3762,143510162,予確済,なし,2
3763,143510162,予約,なし,1
3764,143510164,予確済,なし,2
3765,143510164,予約,なし,1
3766,143510166,予確済,なし,1
3767,143550031,予約,なし,1
3768,143550036,予確済,なし,1
3769,143550036,予約,なし,1
3770,143550036,変更取消,なし,1
3771,143550038,予確済,なし,1
3772,143550038,変更取消,なし,1
3773,143610119,予確済,なし,1
3774,143610119,予約,なし,1
3775,143610124,予確済,あり,1
3776,143610133,予確済,なし,1
3777,143610133,仮予約,なし,1
3778,143610133,変更取消,なし,1
3779,143610136,予確済,なし,4
3780,143610136,取消,なし,1
3781,143610138,予確済,なし,2
3782,143610138,予約,なし,1
3783,143620063,予確済,なし,2
3784,143630032,予確済,なし,1
3785,143630032,変更取消,なし,1
3786,143630064,予確済,なし,1
3787,143630064,変更取消,なし,1
3788,143630103,予約,なし,1
3789,143630107,予確済,なし,2
3790,143630107,変更取消,なし,1
3791,143630108,予確済,なし,1
3792,143650010,予約,なし,1
3793,143650039,予確済,なし,2
3794,143650039,予約,なし,1
3795,143650048,予確済,なし,1
3796,143650048,変更取消,なし,2
3797,143650050,予確済,なし,1
3798,143650050,予約,あり,1
3799,143650053,予確済,なし,1
3800,143650055,予確済,なし,1
3801,143650056,予確済,なし,1
3802,143710104,予確済,なし,1
3803,143710138,予約,なし,1
3804,143710151,予確済,なし,1
3805,143710155,予確済,なし,1
3806,143710155,予約,なし,1
3807,143710156,予確済,なし,1
3808,143710156,予約,なし,1
3809,143710157,予確済,なし,1
3810,143720065,予約,なし,1
3811,143720101,予確済,なし,1
3812,143720101,予約,なし,2
3813,143720108,予確済,なし,1
3814,143720111,予約,なし,1
3815,143720111,変更取消,なし,1
3816,143720118,予確済,あり,2
3817,143720123,予確済,なし,1
3818,143720125,予確済,なし,1
3819,143720125,予約,なし,1
3820,143720125,変更取消,なし,1
3821,143720126,予確済,なし,2
3822,143720126,予約,なし,2
3823,143720127,予確済,なし,1
3824,143720127,予約,なし,1
3825,143730033,予確済,なし,2
3826,143730033,予約,なし,1
3827,143730033,変更取消,なし,1
3828,143750055,予確済,なし,1
3829,143750067,予確済,なし,1
3830,143750068,予確済,なし,2
3831,143750068,予約,なし,1
3832,143750068,変更取消,なし,1
3833,143810133,予確済,なし,1
3834,143810133,取消,なし,1
3835,143810133,変更取消,なし,1
3836,143810150,予確済,なし,1
3837,143810150,変更取消,なし,1
3838,143810154,予確済,なし,1
3839,143810154,予約,なし,1
3840,143810162,予確済,あり,1
3841,143810162,予確済,なし,1
3842,143810162,変更取消,あり,1
3843,143810176,予確済,なし,1
3844,143810176,予約,なし,1
3845,143810193,予確済,なし,2
3846,143810195,予確済,なし,1
3847,143810197,予確済,なし,1
3848,143810198,予確済,なし,1
3849,143810198,予約,なし,1
3850,143850032,予確済,なし,1
3851,143850072,予確済,なし,2
3852,143850074,予確済,なし,1
3853,143850075,予約,なし,1
3854,143850079,予確済,あり,1
3855,143850079,予約,あり,1
3856,143850082,予確済,なし,1
3857,143850082,予約,なし,1
3858,143850082,変更取消,なし,1
3859,143850084,予確済,なし,2
3860,143850084,予約,なし,1
3861,143850085,予確済,なし,2
3862,143850085,変更取消,なし,2
3863,143850086,予確済,なし,1
3864,143910056,予確済,なし,1
3865,144250016,予確済,なし,1
3866,144250016,取消,なし,1
3867,144320018,予約,なし,1
3868,144410024,予確済,なし,1
3869,144410024,予約,なし,1
3870,144510024,予確済,なし,1
3871,144720022,予確済,なし,1
3872,144720022,変更取消,なし,1
3873,144810020,予約,なし,1
3874,145210001,予約,なし,1
3875,145220005,予約,なし,1
3876,145330019,予約,なし,1
3877,145410011,予約,なし,1
3878,145450064,予確済,なし,1
3879,145450064,予約,なし,4
3880,145510014,予確済,なし,1
3881,145510014,変更取消,なし,1
3882,145510205,予約,なし,3
3883,145810097,予約,なし,1
3884,146110030,予確済,なし,1
3885,146110030,予約,なし,2
3886,146110030,変更取消,なし,1
3887,146110031,予約,なし,1
3888,146150020,予約,なし,1
3889,146150064,予約,なし,8
3890,146210057,予確済,なし,1
3891,146210057,予約,なし,2
3892,146230016,予約,なし,1
3893,146450002,予約,なし,1
3894,146510013,予約,なし,3
3895,146610012,予確済,なし,2
3896,146610012,予約,なし,1
3897,146630018,予約,なし,1
3898,146810002,予約,なし,1
3899,146810002,変更取消,なし,1
3900,147220010,予確済,なし,1
3901,147620014,予確済,なし,1
3902,148110001,予約,なし,1
3903,148110010,予約,なし,1
3904,148120030,予確済,なし,1
3905,148120030,予約,なし,1
3906,148310018,予確済,なし,1
3907,148310018,予約,なし,1
3908,148330006,予約,なし,1
3909,148510039,予約,なし,1
3910,148520016,予確済,なし,3
3911,148520016,予約,なし,3
3912,148520016,変更取消,なし,2
3913,148620015,予確済,なし,1
3914,148620015,予約,なし,1
3915,148630026,予確済,なし,1
3916,148630026,予約,なし,3
3917,148650007,予約,なし,1
3918,148710023,予約,なし,1
3919,148850022,予確済,なし,1
3920,148850022,予約,なし,1
3921,149110028,予確済,あり,1
3922,149120090,予確済,なし,2
3923,149120095,予確済,あり,1
3924,149120113,予約,なし,1
3925,149120116,予約,なし,1
3926,149120117,予約,なし,1
3927,149120124,予確済,なし,1
3928,149120124,予約,なし,1
3929,149120127,予確済,なし,1
3930,149120127,予約,なし,1
3931,149150126,予約,あり,1
3932,149150131,予確済,なし,2
3933,149150131,予約,なし,1
3934,149210012,予約,なし,1
3935,149210102,予確済,なし,2
3936,149230034,予約,なし,1
3937,149310082,予約,なし,1
3938,149410093,予確済,なし,1
3939,149410093,予約,なし,1
3940,149510057,予確済,あり,1
3941,149510057,予約,なし,1
3942,149510102,予確済,なし,1
3943,149510102,予約,なし,1
3944,149510104,予確済,なし,1
3945,149510104,予約,なし,1
3946,149520043,予確済,なし,2
3947,149520043,予約,なし,1
3948,149610021,予確済,なし,1
3949,149610021,予約,なし,1
3950,149630082,予確済,なし,1
3951,149730002,予確済,なし,2
3952,149750039,予確済,なし,1
3953,149750039,予約,なし,1
3954,149810092,予確済,なし,1
3955,149810092,予約,なし,1
3956,149910022,予確済,なし,1
3957,150120033,予約,なし,1
3958,150120036,予約,なし,1
3959,150150057,予確済,なし,3
3960,150150057,予約,なし,4
3961,150210003,予約,なし,1
3962,150250014,予約,なし,3
3963,150310021,予確済,なし,1
3964,150610002,予確済,なし,1
3965,150620011,予約,なし,1
3966,150710049,予約,なし,1
3967,150810037,予確済,なし,1
3968,150810037,予約,なし,2
3969,151230004,予約,なし,1
3970,151410029,予確済,なし,1
3971,151810003,予確済,なし,1
3972,153110025,予約,なし,1
3973,153140012,予約,なし,1
3974,153220016,予確済,なし,1
3975,153310133,予約,なし,1
3976,153340009,予約,なし,1
3977,153410061,予約,なし,1
3978,153630007,予約,なし,2
3979,153630032,予約,なし,1
3980,153630032,仮予約,なし,3
3981,153850030,予確済,なし,1
3982,153910056,予約,なし,1
3983,153910059,予約,なし,4
3984,153910059,取消,なし,1
3985,154120055,予確済,なし,1
3986,154120055,予約,なし,1
3987,154150067,予確済,なし,1
3988,154150067,予約,なし,1
3989,154150073,予約,なし,1
3990,154210001,予確済,なし,1
3991,154230036,予確済,なし,1
3992,154230040,予確済,なし,2
3993,154250032,予約,なし,1
3994,154320020,予約,なし,1
3995,154410052,予確済,なし,1
3996,154410071,予確済,なし,2
3997,154410071,予約,なし,1
3998,154430012,予約,なし,1
3999,154430013,予確済,なし,3
4000,154430013,予約,なし,1
4001,154520015,予確済,なし,1
4002,154520015,予約,なし,1
4003,154630042,取消,なし,1
4004,154720028,予約,なし,1
4005,154750014,予確済,なし,1
4006,154750014,予約,なし,1
4007,154910011,予確済,なし,1
4008,154910011,予約,なし,2
4009,155210024,予確済,なし,1
4010,155210024,予約,なし,1
4011,155210024,変更取消,なし,1
4012,155210041,予確済,あり,1
4013,155230004,予確済,なし,1
4014,155250038,予約,なし,1
4015,155250052,予確済,なし,1
4016,155250052,予約,なし,1
4017,155310029,予約,なし,1
4018,155310038,予確済,なし,1
4019,155450003,予確済,なし,1
4020,155550010,予確済,なし,1
4021,155610043,予確済,なし,1
4022,155630036,予確済,なし,1
4023,155710006,予確済,なし,1
4024,155710006,予約,なし,1
4025,155710006,変更取消,なし,1
4026,155720020,予確済,なし,1
4027,155720036,予確済,なし,1
4028,155720036,予約,なし,1
4029,155810033,予約,なし,1
4030,156110018,予確済,なし,2
4031,156110018,予約,なし,1
4032,156210033,予確済,なし,2
4033,156230018,予確済,なし,1
4034,156250014,予確済,なし,1
