,顧客ID,指名回数,コース受諾回数,紹介カード受渡回数,治療送客回数,院長挨拶回数,施術時間
12787,143650048,なし,なし,なし,なし,なし,
12788,143650050,なし,なし,あり,なし,なし,
12791,143650053,なし,なし,あり,なし,なし,
12792,143650055,なし,なし,あり,なし,なし,
12795,143650056,なし,なし,あり,なし,なし,
12799,143710104,なし,なし,あり,なし,あり,
12802,143710138,なし,なし,なし,なし,なし,
12804,143710151,なし,なし,あり,なし,なし,
12809,143710151,なし,なし,なし,なし,なし,
12810,143710155,なし,なし,なし,なし,なし,
12811,143710155,なし,なし,なし,なし,なし,
12819,143710155,なし,なし,あり,なし,なし,
12821,143710156,なし,なし,あり,なし,なし,
12822,143710157,なし,なし,あり,なし,なし,
12824,143720065,なし,なし,あり,なし,なし,
12826,143720101,なし,なし,なし,なし,なし,
12828,143720108,なし,なし,あり,なし,あり,
12831,143720111,なし,あり,なし,なし,なし,
12836,143720118,あり,なし,あり,なし,なし,
12838,143720118,あり,なし,なし,なし,なし,
12839,143720123,なし,なし,あり,なし,なし,
12842,143720125,なし,あり,あり,なし,なし,
12845,143720125,なし,なし,あり,なし,なし,
12846,143720126,なし,あり,あり,なし,なし,
12848,143720126,なし,なし,なし,なし,なし,
12858,143720127,なし,あり,あり,なし,なし,
12865,143730033,なし,あり,あり,なし,なし,
12873,143730033,なし,なし,あり,なし,あり,
12875,143750055,なし,なし,なし,なし,なし,
12876,143750067,なし,なし,なし,なし,なし,
12877,143750068,なし,あり,あり,なし,あり,
12879,143750068,なし,なし,あり,なし,あり,
12882,143810133,なし,なし,なし,なし,なし,
12885,143810150,なし,なし,なし,なし,なし,
12886,143810154,なし,あり,あり,なし,なし,
12892,143810162,なし,なし,あり,なし,なし,
12894,143810162,あり,なし,あり,なし,なし,
12896,143810176,なし,なし,あり,なし,あり,
12898,143810190,なし,なし,なし,なし,なし,
12902,143810193,なし,あり,なし,なし,なし,
12905,143810193,なし,なし,あり,なし,なし,
12906,143810195,なし,なし,あり,なし,なし,
12909,143810197,なし,なし,あり,なし,なし,
12911,143810198,なし,なし,あり,なし,なし,
12914,143850032,なし,なし,なし,なし,なし,
12917,143850072,なし,なし,あり,なし,あり,
12918,143850072,なし,なし,なし,なし,なし,
12919,143850074,なし,なし,なし,なし,なし,
12921,143850075,なし,なし,なし,なし,なし,
12923,143850079,あり,なし,あり,なし,なし,
12924,143850082,なし,なし,あり,なし,なし,
12926,143850084,なし,あり,あり,なし,なし,
12933,143850084,なし,なし,あり,なし,なし,
12935,143850085,なし,なし,あり,なし,なし,
12938,143850085,なし,なし,あり,なし,なし,
12942,143850086,なし,なし,なし,なし,なし,
12943,143910056,なし,なし,なし,なし,なし,
12944,144210026,なし,なし,なし,なし,あり,
12945,144250016,なし,なし,あり,なし,あり,
12947,144320018,なし,なし,なし,なし,なし,
12948,144410024,なし,あり,なし,なし,あり,
12952,144510024,なし,なし,あり,なし,あり,
12954,144720022,なし,なし,あり,なし,あり,
12955,144810020,あり,なし,あり,なし,あり,
12957,145130082,なし,なし,なし,なし,なし,
12958,145210001,なし,なし,なし,なし,なし,
12959,145220005,なし,なし,あり,なし,なし,
12963,145330019,なし,なし,なし,なし,なし,
12965,145410011,なし,あり,なし,なし,なし,
12968,145450064,なし,あり,なし,なし,なし,
12972,145450064,なし,なし,なし,なし,なし,
12976,145510014,なし,なし,なし,なし,なし,
12983,145510014,なし,なし,なし,なし,なし,
12986,145510205,なし,なし,なし,なし,なし,
12991,145630055,なし,なし,なし,なし,なし,
12997,145810097,なし,なし,なし,なし,なし,
13001,145810189,なし,なし,なし,なし,なし,
13004,146110024,なし,なし,あり,なし,あり,
13006,146110030,なし,なし,あり,なし,あり,
13007,146110031,なし,なし,なし,なし,なし,
13012,146150020,なし,なし,なし,あり,あり,
13017,146150064,なし,なし,あり,なし,あり,
13018,146210057,なし,あり,あり,なし,なし,
13021,146210057,なし,なし,なし,なし,なし,
13022,146230016,なし,なし,あり,なし,あり,
13027,146450002,なし,なし,なし,なし,なし,
13029,146510013,なし,なし,あり,なし,あり,
13034,146610012,なし,なし,あり,なし,あり,
13040,146610012,なし,なし,なし,なし,なし,
13043,146630018,なし,あり,あり,なし,なし,
13047,146750015,なし,なし,あり,なし,なし,
13051,146810002,なし,なし,あり,なし,なし,
13053,147220010,あり,なし,なし,なし,あり,
13057,147220010,あり,あり,あり,なし,あり,
13060,147620014,あり,あり,なし,なし,あり,
13064,148110001,なし,あり,なし,なし,なし,
13070,148110010,なし,なし,あり,なし,あり,
13073,148120030,なし,なし,なし,なし,あり,
13076,148310018,なし,なし,なし,なし,あり,
13080,148330006,なし,なし,なし,なし,あり,
13081,148510039,なし,あり,なし,なし,あり,
13084,148520016,なし,なし,なし,あり,あり,
13092,148520016,なし,なし,なし,なし,あり,
13095,148520016,なし,なし,なし,なし,なし,
13096,148620015,なし,なし,なし,なし,なし,
13099,148630026,なし,あり,あり,なし,あり,
13106,148630026,なし,なし,なし,なし,あり,
13111,148650002,なし,なし,なし,なし,あり,
13115,148650007,なし,なし,あり,なし,なし,
13118,148710023,なし,なし,なし,なし,あり,
13120,148850022,なし,あり,あり,なし,あり,
13125,149110028,あり,なし,なし,なし,なし,
13127,149120090,なし,なし,なし,なし,なし,
13129,149120090,なし,なし,なし,なし,なし,
13131,149120095,あり,なし,なし,なし,なし,
13134,149120113,なし,なし,なし,なし,なし,
13136,149120116,なし,なし,なし,なし,なし,
13139,149120117,なし,あり,あり,なし,なし,
13144,149120124,なし,なし,なし,なし,なし,
13148,149120127,なし,なし,あり,なし,なし,
13150,149130042,なし,なし,なし,なし,なし,
13156,149130042,なし,なし,なし,なし,なし,
13158,149150077,なし,なし,なし,なし,なし,
13159,149150126,あり,なし,なし,なし,なし,
13160,149150126,あり,なし,なし,なし,なし,
13161,149150130,なし,なし,なし,なし,なし,
13162,149150131,なし,なし,あり,なし,なし,
13163,149150131,なし,なし,なし,なし,なし,
13165,149210012,なし,なし,なし,なし,なし,
13169,149210102,なし,なし,なし,なし,なし,
13170,149210102,なし,なし,なし,なし,なし,
13173,149210102,なし,なし,なし,なし,なし,
13176,149210103,なし,なし,なし,なし,なし,
13178,149230034,なし,なし,なし,なし,なし,
13182,149250058,なし,なし,なし,なし,なし,
13183,149310082,なし,なし,なし,なし,なし,
13186,149310082,なし,なし,なし,なし,なし,
13188,149310084,なし,なし,なし,なし,なし,
13193,149320055,なし,なし,なし,なし,なし,
13198,149320055,なし,なし,なし,なし,なし,
13199,149340001,なし,なし,あり,なし,あり,
13200,149410093,なし,なし,なし,なし,なし,
13202,149510057,あり,なし,なし,なし,なし,
13204,149510097,なし,なし,なし,なし,なし,
13206,149510102,なし,なし,あり,なし,なし,
13209,149510102,なし,なし,なし,なし,なし,
13211,149510104,なし,あり,あり,なし,なし,
13214,149520043,なし,あり,なし,なし,なし,
13217,149520043,なし,なし,なし,なし,なし,
13221,149610021,なし,あり,なし,なし,なし,
13226,149630082,なし,なし,なし,なし,なし,
13231,149650016,なし,なし,なし,なし,なし,
13232,149720060,なし,なし,なし,なし,なし,
13234,149730002,なし,なし,なし,なし,なし,
13236,149730002,なし,なし,なし,なし,なし,
13238,149750039,なし,なし,なし,なし,なし,
13242,149810092,なし,なし,あり,なし,なし,
13245,149810092,なし,なし,なし,なし,なし,
13249,149910022,なし,なし,なし,なし,なし,
13253,150120033,なし,なし,なし,なし,なし,
13256,150120036,なし,なし,あり,あり,なし,
13261,150150056,なし,なし,あり,あり,なし,
13265,150150057,なし,あり,あり,あり,なし,
13270,150150057,なし,なし,なし,なし,なし,
13276,150150057,なし,なし,なし,なし,なし,
13277,150210003,なし,なし,なし,なし,なし,
13280,150250014,なし,あり,あり,なし,なし,
13286,150310021,あり,なし,なし,なし,なし,
13294,150310021,なし,なし,なし,なし,なし,
13296,150410029,なし,なし,なし,なし,なし,
13299,150610002,なし,なし,なし,なし,なし,
13300,150620011,なし,なし,なし,なし,なし,
13303,150710049,なし,なし,なし,なし,なし,
13308,150720026,なし,なし,あり,なし,なし,
13311,150810037,なし,なし,なし,なし,なし,
13313,150810037,なし,なし,なし,なし,なし,
13315,150810037,なし,なし,なし,なし,なし,
13317,151230004,なし,なし,あり,なし,なし,
13318,151410029,なし,なし,なし,なし,なし,
13319,151810003,なし,なし,なし,なし,なし,
13321,153110025,なし,なし,なし,なし,なし,
13323,153110025,なし,なし,なし,なし,なし,
13325,153110045,なし,なし,なし,なし,なし,
13326,153120090,なし,なし,なし,なし,なし,
13327,153140012,なし,なし,なし,なし,なし,
13329,153220016,なし,なし,なし,なし,なし,
13331,153310132,なし,なし,なし,なし,なし,
13334,153310133,なし,なし,なし,なし,なし,
13336,153310133,なし,なし,なし,なし,なし,
13337,153310133,なし,なし,なし,なし,なし,
13340,153320025,なし,なし,なし,なし,なし,
13341,153320025,なし,なし,なし,なし,なし,
13349,153330014,なし,なし,なし,なし,なし,
13352,153340009,なし,あり,なし,なし,なし,
13355,153410061,なし,なし,なし,あり,あり,
13357,153610056,なし,なし,なし,なし,なし,
13361,153610056,なし,なし,なし,なし,なし,
13362,153610057,なし,なし,あり,なし,なし,
13364,153630007,なし,なし,なし,なし,なし,
13366,153630032,なし,あり,あり,なし,あり,
13368,153650025,なし,なし,なし,なし,なし,
13370,153650025,なし,なし,なし,なし,なし,
13371,153730022,なし,あり,なし,なし,なし,
13375,153730022,なし,なし,なし,なし,なし,
13376,153850030,なし,なし,あり,なし,なし,
13379,153910056,なし,なし,なし,なし,なし,
13387,153910058,なし,なし,なし,なし,なし,
13390,153910059,なし,なし,あり,なし,あり,
13392,154120055,なし,なし,なし,なし,あり,
13400,154120055,なし,なし,なし,なし,あり,
13403,154150067,なし,なし,なし,なし,あり,
13405,154150073,なし,なし,なし,なし,あり,
13407,154210001,なし,なし,なし,なし,なし,
13410,154230036,なし,なし,なし,なし,あり,
13413,154230040,なし,あり,あり,なし,あり,
13415,154230040,なし,なし,なし,なし,あり,
13422,154250032,なし,なし,なし,なし,あり,
13429,154320020,なし,なし,なし,なし,あり,
13431,154410052,なし,なし,なし,なし,あり,
13432,154410060,なし,なし,なし,なし,あり,
13438,154410071,なし,あり,あり,なし,あり,
13441,154410071,なし,なし,なし,なし,あり,
13444,154430012,なし,なし,なし,なし,あり,
13452,154430013,なし,あり,あり,なし,あり,
13455,154430013,なし,なし,なし,なし,あり,
13461,154430013,なし,なし,なし,なし,あり,
13464,154510033,なし,なし,なし,なし,なし,
13465,154520015,なし,なし,なし,なし,あり,
13472,154610041,なし,なし,なし,なし,なし,
13473,154630042,なし,なし,なし,なし,あり,
13477,154710038,なし,なし,なし,なし,あり,
13478,154710051,なし,なし,なし,なし,あり,
13483,154720028,なし,なし,なし,なし,あり,
13485,154750014,なし,なし,なし,なし,あり,
13487,154750014,なし,あり,なし,なし,あり,
13491,154810028,なし,なし,なし,なし,あり,
13492,154810043,なし,なし,なし,なし,あり,
13494,154910011,なし,なし,なし,なし,あり,
13495,154910011,なし,なし,なし,なし,あり,
13497,155210024,なし,あり,なし,なし,なし,
13503,155210041,あり,なし,なし,なし,なし,
13505,155230004,なし,なし,なし,なし,なし,
13506,155250038,なし,なし,なし,なし,なし,
13508,155250052,なし,なし,なし,なし,なし,
13510,155310029,なし,なし,なし,なし,なし,
13514,155310038,なし,なし,あり,なし,なし,
13516,155450003,なし,なし,なし,なし,なし,
13518,155550010,なし,なし,なし,なし,なし,
13519,155550010,なし,なし,なし,なし,なし,
13520,155610043,なし,なし,あり,なし,なし,
13522,155630036,なし,なし,なし,なし,なし,
13526,155630036,なし,なし,なし,なし,なし,
13527,155630036,なし,なし,なし,なし,なし,
13528,155630036,なし,なし,なし,なし,なし,
13529,155710006,なし,なし,なし,なし,なし,
13531,155720020,なし,なし,なし,なし,なし,
13532,155720036,なし,なし,なし,なし,なし,
13536,155810033,なし,なし,なし,なし,なし,
13540,156110018,なし,なし,なし,なし,なし,
13544,156110018,なし,なし,なし,なし,なし,
