,顧客ID,商品コード,売上単価,数量,売上,明細ID,スコア
10025,96120049,1B2203,0,1,0,960000071662,0
10026,96120049,200035,2160,2,4320,960000071663,0
10027,96120049,400543,-2160,2,-4320,960000071664,0
10028,96120074,1A1601,82080,1,82080,960000070901,3
10029,96120074,1A1604,0,1,0,960000070902,0
10030,96120074,400146,-8208,1,-8208,960000070903,0
10031,96120074,1A1602,0,1,0,960000072541,0
10032,96130019,1B2203,0,1,0,960000070971,0
10033,96130019,1B2202,0,1,0,960000072041,0
10034,96130019,1B2295,0,1,0,960000072042,0
10035,96140007,200073,8640,1,8640,960000071921,0
10036,96140007,300003,1080,1,1080,960000071922,0
10037,96140007,400021,-1728,1,-1728,960000071923,0
10038,96150017,1B2203,0,1,0,960000071141,0
10039,96150017,300009,1080,1,1080,960000071142,0
10040,96150017,300004,540,1,540,960000071143,0
10041,96150017,400021,-324,1,-324,960000071144,0
10042,96150039,200008,8640,1,8640,960000071431,0
10043,96150053,200103,0,1,0,960000072281,0
10044,96150053,200104,0,2,0,960000072282,0
10045,96150053,200110,0,1,0,960000072283,0
10046,96150054,1A1502,0,1,0,960000071611,0
10047,96150054,1A1508,0,2,0,960000071612,0
10048,96210058,1A1502,0,1,0,960000071451,0
10049,96220026,1B2202,0,1,0,960000072361,0
10050,96220026,1B2295,0,1,0,960000072362,0
10051,96220026,1B2201,28080,1,28080,960000072363,4
10052,96220026,1B2203,0,1,0,960000072364,0
10053,96220026,300004,540,1,540,960000072365,0
10054,96220026,300011,2160,1,2160,960000072366,0
10055,96220026,1B2206,0,4,0,960000072367,0
10056,96230025,1A1602,0,1,0,960000071081,0
10057,96230025,1A1608,0,2,0,960000071082,0
10058,96310035,1B2203,0,1,0,960000070961,0
10059,96310035,1B2206,0,4,0,960000070962,0
10060,96310035,1B2295,0,1,0,960000070963,0
10061,96310035,300004,540,1,540,960000070964,0
10062,96310064,1A1502,0,1,0,960000071111,0
10063,96310064,1A1507,0,3,0,960000071112,0
10064,96310064,1A1506,0,2,0,960000071121,0
10065,96310064,1A1507,0,1,0,960000071122,0
10066,96310064,1A1511,0,3,0,960000071123,0
10067,96310064,1A1518,0,1,0,960000071124,0
10068,96310066,200006,8640,1,8640,960000071591,1
10069,96310066,400532,0,1,0,960000071592,0
10070,96310066,300004,540,1,540,960000071593,0
10071,96310066,600095,2376,1,2376,960000071594,0
10072,96310067,200006,8640,1,8640,960000071821,1
10073,96310067,300017,3240,1,3240,960000071822,0
10074,96310067,400532,0,1,0,960000071823,0
10075,96310067,200101,16200,1,16200,960000071824,0
10076,96310067,200102,0,1,0,960000071825,0
10077,96320027,1A1602,0,1,0,960000071901,0
10078,96320027,1A1608,0,2,0,960000071902,0
10079,96410010,200071,16200,1,16200,960000071521,2
10080,96410010,300011,2160,1,2160,960000071522,0
10081,96410010,400021,-3240,1,-3240,960000071523,0
10082,96410069,1A1602,0,1,0,960000071671,0
10083,96410069,1A1607,0,2,0,960000071672,0
10084,96410071,1A1502,0,1,0,960000072031,0
10085,96410071,1A1507,0,2,0,960000072032,0
10086,96410071,1A1508,0,1,0,960000072033,0
10087,96410072,200032,0,1,0,960000072141,0
10088,96410072,1A1601,82080,1,82080,960000072142,3
10089,96410072,1A1671,-2160,1,-2160,960000072143,0
10090,96410072,1A1604,0,1,0,960000072144,0
10091,96430001,1B2102,0,1,0,630000726981,0
10092,96430001,300004,540,0,0,630000726982,0
10093,96430001,600095,2376,1,2376,630000726983,0
10094,96430001,600019,1944,1,1944,630000726984,0
10095,96430001,600001,391,1,391,630000726985,0
10096,96510044,1A1502,0,1,0,960000070921,0
10097,96510044,1A1508,0,3,0,960000070922,0
10098,96620004,200073,8640,1,8640,960000071241,0
10099,96620004,400021,-1728,1,-1728,960000071242,0
10100,96620017,200071,16200,1,16200,960000072081,2
10101,96620017,1A1632,-16200,1,-16200,960000072082,0
10102,96620017,1A1695,0,1,0,960000072083,0
10103,96620022,200049,0,1,0,960000071961,0
10104,96620022,600065,1047,1,1047,960000071962,0
10105,96620022,600001,391,1,391,960000071963,0
10106,96620022,400021,-186,1,-186,960000071964,0
10107,96710008,200035,2160,2,4320,90000786361,0
10108,96720001,1B2202,0,1,0,960000071281,0
10109,96720001,1B2295,0,1,0,960000071282,0
10110,96720001,300004,540,1,540,960000071283,0
10111,96720001,300011,2160,1,2160,960000071284,0
10112,96720001,1B2201,28080,1,28080,960000071285,4
10113,96720001,1B2203,0,1,0,960000071286,0
10114,96720001,400543,-1944,2,-3888,960000071287,0
10115,96720001,200080,1944,2,3888,960000071288,0
10116,96720001,600015,1836,1,1836,960000071289,0
10117,96720018,1B2203,0,1,0,960000070911,0
10118,96850028,1B2102,0,1,0,960000070941,0
10119,96850028,600096,2376,1,2376,960000070942,0
10120,96850032,200071,16200,1,16200,960000071941,2
10121,96850032,300011,2160,1,2160,960000071942,0
10122,96850032,400548,0,1,0,960000071943,0
10123,97110005,200006,8640,1,8640,380000322021,1
10124,97110005,200073,8640,1,8640,380000322022,0
10125,97110005,300004,540,1,540,380000322023,0
10126,97130002,200006,8640,1,8640,1940000025991,1
10127,97130002,300017,3240,1,3240,1940000025992,0
10128,97150007,200007,16200,1,16200,380000323901,0
10129,97750003,200006,8640,1,8640,1940000026511,1
10130,98152009,200006,8640,1,8640,1430000221491,1
10131,98152009,300004,540,1,540,1430000221492,0
10132,98152009,600020,2160,1,2160,1430000221493,0
10133,98152009,600022,2376,1,2376,1430000221494,0
10134,98152009,600032,4320,1,4320,1430000221495,0
10135,98152009,600034,5400,1,5400,1430000221496,0
10136,98152009,400546,-810,1,-810,1430000221497,0
10137,98152044,200049,0,1,0,980000034151,0
10138,98152045,200049,0,1,0,980000034661,0
10139,98152045,1A1501,105840,1,105840,980000034662,5
10140,98152045,1A1504,0,1,0,980000034663,0
10141,98812024,1A1503,0,1,0,980000034191,0
10142,98812024,1A1504,0,1,0,980000034192,0
10143,98812024,1A1517,0,1,0,980000034193,0
10144,98812024,1A1532,0,1,0,980000034194,0
10145,98812024,1A1505,0,1,0,980000034381,0
10146,98812024,1A1506,0,2,0,980000034382,0
10147,98812024,1A1507,0,2,0,980000034383,0
10148,98812024,1A1518,0,1,0,980000034384,0
10149,98812024,1A1502,0,1,0,980000034511,0
10150,99110063,1A1503,0,1,0,990000147321,0
10151,99110063,1B2201,28080,1,28080,990000147322,4
10152,99110063,400018,-2160,1,-2160,990000147323,0
10153,99110063,600096,2376,1,2376,990000147324,0
10154,99110063,1A1507,0,2,0,990000147325,0
10155,99110064,1A1502,0,1,0,990000149521,0
10156,99110064,1A1508,0,1,0,990000149522,0
10157,99110064,1B2201,28080,1,28080,990000149523,4
10158,99110064,200035,2160,2,4320,990000149524,0
10159,99110064,400543,-2160,2,-4320,990000149525,0
10160,99110064,600096,2376,1,2376,990000149526,0
10161,99110064,600080,17900,1,17900,990000149527,0
10162,99110064,600046,1300,1,1300,990000149528,0
10163,99110065,1A1505,0,1,0,990000147571,0
10164,99110065,1A1511,0,3,0,990000147572,0
10165,99110065,1A1517,0,1,0,990000147573,0
10166,99110065,1A1518,0,1,0,990000147574,0
10167,99110065,1A1533,0,1,0,990000147575,0
10168,99110065,000001,0,1,0,990000147576,0
10169,99110065,1A1506,0,2,0,990000147577,0
10170,99120061,1B2102,0,1,0,990000148221,0
10171,99120061,300004,540,1,540,990000148222,0
10172,99120177,1A1505,0,1,0,990000147201,0
10173,99120177,000001,0,1,0,990000147202,0
10174,99120177,1A1506,0,2,0,990000147203,0
10175,99120177,1A1511,0,3,0,990000147204,0
10176,99120177,1A1517,0,1,0,990000147205,0
10177,99120177,1A1518,0,1,0,990000147206,0
10178,99120177,1A1533,0,1,0,990000147207,0
10179,99120177,1A1506,0,1,0,990000149441,0
10180,99120177,1A1507,0,1,0,990000149442,0
10181,99120179,200032,0,1,0,990000147681,0
10182,99120179,200073,8640,1,8640,990000147682,0
10183,99120179,300011,2160,1,2160,990000147683,0
10184,99120179,400548,0,1,0,990000147684,0
10185,99120179,000024,-8640,1,-8640,990000148191,0
10186,99120179,000021,-2160,1,-2160,990000148192,0
10187,99120179,,0,1,0,990000148581,0
10188,99150055,1B2203,0,1,0,990000149181,0
10189,99150055,300004,540,1,540,990000149182,0
10190,99220026,200006,8640,1,8640,990000148761,1
10191,99310006,1B1702,0,1,0,990000147661,0
10192,99310006,1B1602,0,1,0,990000148241,0
10193,99310006,1B1607,0,1,0,990000148242,0
10194,99310006,1B2202,0,1,0,990000148243,0
10195,99310006,300011,2160,1,2160,990000148244,0
10196,99310006,300004,540,1,540,990000148245,0
10197,99310006,600089,1620,1,1620,990000148246,0
10198,99310006,600090,1404,1,1404,990000148247,0
10199,99310006,300013,1080,1,1080,990000148248,0
10200,99310013,1B2302,0,1,0,990000149401,0
10201,99310013,400538,0,1,0,990000149402,0
10202,99310143,300004,540,1,540,990000148831,0
10203,99310143,1B2101,30240,1,30240,990000148832,0
10204,99310143,1B2102,0,1,0,990000148833,0
10205,99310146,200006,8640,1,8640,990000148721,1
10206,99310146,300004,540,1,540,990000148722,0
10207,99310146,200101,16200,1,16200,990000148723,0
10208,99310146,200102,0,1,0,990000148724,0
10209,99310146,200103,0,1,0,990000149461,0
10210,99310146,200104,0,2,0,990000149462,0
10211,99330062,1A0302,0,1,0,990000149881,0
10212,99330084,200006,8640,1,8640,990000148661,1
10213,99330084,300004,540,1,540,990000148662,0
10214,99330084,400018,-2160,1,-2160,990000148663,0
10215,99330084,400532,0,1,0,990000148664,0
10216,99410018,1B2203,0,1,0,990000148021,0
10217,99410018,300105,0,1,0,990000148022,0
10218,99410018,300004,540,1,540,990000148023,0
10219,99410018,600095,2376,1,2376,990000148024,0
10220,99410018,600096,2376,1,2376,990000148025,0
10221,99410018,600089,1620,1,1620,990000148026,0
10222,99410018,000001,0,1,0,990000148027,0
10223,99410018,200035,2160,2,4320,990000148028,0
10224,99410018,400543,-2160,2,-4320,990000148029,0
10225,99410129,1A1506,0,1,0,990000149721,0
10226,99410129,1A1507,0,1,0,990000149722,0
10227,99430024,200049,0,1,0,990000149081,0
10228,99610047,200006,8640,1,8640,990000148551,1
10229,99610047,300004,540,1,540,990000148552,0
10230,99610050,200032,0,1,0,990000148281,0
10231,99610050,1A1501,105840,1,105840,990000148282,5
10232,99610050,1B2201,28080,1,28080,990000148283,4
10233,99610050,1B2274,-10800,1,-10800,990000148284,0
10234,99610050,1A1504,0,1,0,990000148285,0
10235,99610050,1A1505,0,1,0,990000149021,0
10236,99610050,1A1506,0,2,0,990000149022,0
10237,99610050,1A1511,0,3,0,990000149023,0
10238,99610050,1A1517,0,1,0,990000149024,0
10239,99610050,1A1518,0,1,0,990000149025,0
10240,99610050,1A1533,0,1,0,990000149026,0
10241,99610050,1A1503,0,1,0,990000149027,0
10242,99620029,1A1507,0,2,0,990000147631,0
10243,99630021,1B2203,0,1,0,990000148571,0
10244,99630021,300101,16200,1,16200,990000148572,0
10245,99630021,300106,0,1,0,990000148573,0
10246,99630021,600089,1620,1,1620,990000148574,0
10247,99630021,600032,4320,1,4320,990000148575,0
10248,99630021,400547,-648,1,-648,990000148576,0
10249,99630046,1A1502,0,1,0,990000148811,0
10250,99630046,1B2201,28080,1,28080,990000148812,4
10251,99630046,1B2203,0,1,0,990000148813,0
10252,99650003,200051,11880,1,11880,990000147811,0
10253,99650003,400021,-2376,1,-2376,990000147812,0
10254,99650003,300010,2160,1,2160,990000147813,0
10255,99650011,200049,0,1,0,990000147771,0
10256,99650011,1A1501,105840,1,105840,990000147772,5
10257,99650011,1B2201,28080,1,28080,990000147773,4
10258,99650011,1B2274,-10800,1,-10800,990000147774,0
10259,99650011,1A1503,0,1,0,990000147775,0
10260,99650011,1A1504,0,1,0,990000147776,0
10261,99650011,1A1505,0,1,0,990000148261,0
10262,99650011,1A1506,0,2,0,990000148262,0
10263,99650011,1A1511,0,3,0,990000148263,0
10264,99650011,1A1517,0,1,0,990000148264,0
10265,99650011,1A1518,0,1,0,990000148265,0
10266,99650011,1A1533,0,1,0,990000148266,0
10267,99650011,000001,0,1,0,990000148267,0
10268,99720005,1B2102,0,1,0,990000147591,0
10269,99720005,300106,0,1,0,990000147592,0
10270,99720005,300107,0,1,0,990000147593,0
10271,99720043,,0,1,0,990000149931,0
10272,99750004,1B1402,0,1,0,1080000033131,0
10273,99750004,200081,2052,1,2052,1080000033132,0
10274,99750004,300004,540,1,540,1080000033133,0
10275,99750036,200071,16200,1,16200,990000148691,2
10276,99750036,300013,1080,1,1080,990000148692,0
10277,99810006,1A1502,0,1,0,990000148741,0
10278,99810006,200051,11880,1,11880,990000148742,0
10279,99810006,400520,-10800,1,-10800,990000148743,0
10280,99810006,300010,2160,1,2160,990000148744,0
10281,99810006,600046,1300,1,1300,990000148745,0
10282,99810006,600088,6264,2,12528,990000148746,0
10283,99910008,200006,8640,1,8640,990000147251,1
10284,99910008,400021,-1728,1,-1728,990000147252,0
10285,99910008,300004,540,1,540,990000147253,0
10286,99910008,300009,1080,1,1080,990000147254,0
10287,100720012,200049,0,1,0,2400000004491,0
10288,100720012,200080,1944,3,5832,2400000004492,0
10289,101110048,200035,2160,1,2160,1010000055491,0
10290,101110050,1A1601,82080,1,82080,20001631871,3
10291,101110050,1A1603,0,1,0,20001631872,0
10292,101110050,1A1604,0,1,0,20001631873,0
10293,101110050,1A1605,0,1,0,20001634621,0
10294,101110050,1A1606,0,4,0,20001634622,0
10295,101110050,600006,329,1,329,20001634623,0
10296,101120011,1B2201,28080,1,28080,1010000055951,4
10297,101120011,1B2203,0,1,0,1010000055952,0
10298,101120011,300004,540,1,540,1010000055953,0
10299,101120011,400543,-4212,1,-4212,1010000055954,0
10300,101120011,200081,2052,1,2052,1010000055955,0
10301,101120011,200035,2160,1,2160,1010000055956,0
10302,101120078,200032,0,1,0,1010000056301,0
10303,101120078,200006,8640,1,8640,1010000056302,1
10304,101120078,200073,8640,1,8640,1010000056303,0
10305,101120078,300011,2160,1,2160,1010000056304,0
10306,101120078,300004,540,1,540,1010000056305,0
10307,101120078,300013,1080,1,1080,1010000056306,0
10308,101120078,400018,-2160,1,-2160,1010000056307,0
10309,101150075,200071,16200,1,16200,1430000219331,2
10310,101150075,300013,1080,1,1080,1430000219332,0
10311,101150075,300006,3240,1,3240,1430000219333,0
10312,101250049,1B2203,0,1,0,1010000055731,0
10313,101250049,200005,0,1,0,1010000055732,0
10314,101250049,1B2207,0,4,0,1010000055733,0
10315,101250054,200071,16200,1,16200,100001129501,2
10316,101250054,300011,2160,1,2160,100001129502,0
10317,101250054,200035,2160,1,2160,100001129503,0
10318,101250054,200082,2268,2,4536,100001129504,0
10319,101250057,300105,0,1,0,1430000219141,0
10320,101250057,300105,0,1,0,1430000225381,0
10321,101310047,1B2002,0,1,0,650000070301,0
10322,101310047,1B2095,0,1,0,650000070302,0
10323,101310047,200071,16200,1,16200,650000070303,2
10324,101310047,200021,0,1,0,650000070304,0
10325,101310047,300011,2160,1,2160,650000070305,0
10326,101310047,300004,540,1,540,650000070306,0
10327,101310047,600096,2376,1,2376,650000070307,0
10328,101310047,600019,1944,1,1944,650000070308,0
10329,101310070,1A1613,0,1,0,1010000055701,0
10330,101320031,200073,8640,1,8640,1010000055651,0
10331,101320031,600013,3024,1,3024,1010000055652,0
10332,101410031,200006,8640,1,8640,1010000056181,1
10333,101410031,200005,0,1,0,1010000056182,0
10334,101410031,200080,1944,2,3888,1010000056183,0
10335,101410031,200081,2052,2,4104,1010000056184,0
10336,101510004,200073,8640,1,8640,1010000056191,0
10337,101510004,300011,2160,1,2160,1010000056192,0
10338,101510004,200082,2268,4,9072,1010000056193,0
10339,101510004,400021,-864,1,-864,1010000056194,0
10340,101540004,200006,8640,1,8640,1010000055611,1
10341,101540004,400021,-1728,1,-1728,1010000055612,0
10342,101630021,200006,8640,1,8640,1010000056031,1
10343,101630021,200101,16200,1,16200,1010000056032,0
10344,101630021,200102,0,1,0,1010000056033,0
10345,101630021,400533,-2160,1,-2160,1010000056034,0
10346,102140004,1B2102,0,1,0,1020000089181,0
10347,102140004,300004,540,1,540,1020000089182,0
10348,102210028,1B2203,0,1,0,1020000088591,0
10349,102210028,300004,540,1,540,1020000088592,0
10350,102210028,600015,1836,1,1836,1020000088671,0
10351,102210028,400021,-336,1,-336,1020000088672,0
10352,102210068,1A1503,0,1,0,1020000089251,0
10353,102250008,1B2102,0,1,0,1020000089581,0
10354,102250008,300004,540,1,540,1020000089582,0
10355,102310030,1A1502,0,1,0,1020000089721,0
10356,102310030,1A1507,0,-1,0,1020000089722,0
10357,102310030,1A1508,0,2,0,1020000089723,0
10358,102310030,1A1509,0,2,0,1020000089724,0
10359,102330003,1B2203,0,1,0,1020000089501,0
10360,102330003,300004,540,1,540,1020000089502,0
10361,102330003,600090,1404,1,1404,1020000089503,0
10362,102330003,600089,1620,1,1620,1020000089504,0
10363,102410055,1A1503,0,1,0,1020000089091,0
10364,102410055,1A1508,0,-3,0,1020000089092,0
10365,102410055,1A1509,0,3,0,1020000089093,0
10366,102410057,1A1503,0,1,0,1020000089971,0
10367,102410057,1A1505,0,1,0,1020000089972,0
10368,102410057,1A1506,0,1,0,1020000089973,0
10369,102410057,1A1507,0,1,0,1020000089974,0
10370,102410057,1A1508,0,2,0,1020000089975,0
10371,102410057,1A1511,0,3,0,1020000089976,0
10372,102410057,1A1517,0,1,0,1020000089977,0
10373,102410057,1A1518,0,1,0,1020000089978,0
10374,102410057,1A1533,0,1,0,1020000089979,0
10375,102410058,1A1505,0,1,0,1020000089101,0
10376,102410058,1A1503,0,1,0,1020000089102,0
10377,102410058,1A1532,0,1,0,1020000089103,0
10378,102410058,1A1506,0,1,0,1020000089104,0
10379,102410058,1A1507,0,1,0,1020000089105,0
10380,102410058,1A1508,0,2,0,1020000089106,0
10381,102410058,1A1511,0,3,0,1020000089107,0
10382,102410058,1A1517,0,1,0,1020000089108,0
10383,102410058,1A1518,0,1,0,1020000089109,0
10384,102410059,200032,0,1,0,1020000089331,0
10385,102440002,1B2002,0,1,0,1020000089791,0
10386,102440002,300004,540,1,540,1020000089792,0
10387,102510017,1B1402,0,1,0,1020000089231,0
10388,102510017,1B1403,0,1,0,1020000089232,0
10389,102510017,300004,540,1,540,1020000089233,0
10390,102510038,1B2102,0,1,0,1020000089171,0
10391,102510038,000001,0,1,0,1020000089172,0
10392,102510063,1A1505,0,1,0,1020000089031,0
10393,102510063,1A1503,0,1,0,1020000089032,0
10394,102510063,1A1506,0,1,0,1020000089033,0
10395,102510063,1A1507,0,1,0,1020000089034,0
10396,102510063,1A1511,0,2,0,1020000089035,0
10397,102510063,1A1518,0,1,0,1020000089036,0
10398,102510063,1A1517,0,1,0,1020000089037,0
10399,102510063,000001,0,1,0,1020000089038,0
10400,102510063,1A1516,0,1,0,1020000089039,0
10401,102510063,1A1508,0,2,0,1020000089040,0
10402,102550010,1A1502,0,1,0,1020000088821,0
10403,102550010,1A1506,0,-1,0,1020000088822,0
10404,102550010,1A1508,0,2,0,1020000088823,0
10405,102550010,000001,0,1,0,1020000088824,0
10406,102550010,1A1519,0,1,0,1020000088825,0
10407,102550010,1A1520,0,1,0,1020000089461,0
10408,102710030,1B2203,0,1,0,1020000088991,0
10409,102710030,300004,540,1,540,1020000088992,0
10410,102720011,1B2102,0,1,0,1020000089471,0
10411,102720011,300004,540,1,540,1020000089472,0
10412,102750020,1A1503,0,1,0,1020000088631,0
10413,102750020,1A1505,0,1,0,1020000088632,0
10414,102750020,1A1506,0,1,0,1020000088633,0
10415,102750020,1A1507,0,1,0,1020000088634,0
10416,102750020,1A1517,0,1,0,1020000088635,0
10417,102750020,1A1518,0,1,0,1020000088636,0
10418,102750020,1A1511,0,3,0,1020000088637,0
10419,102750020,1A1508,0,2,0,1020000088638,0
10420,102750020,1A1532,0,1,0,1020000088639,0
10421,102750020,1A1502,0,1,0,1020000089931,0
10422,102750020,1A1509,0,3,0,1020000089932,0
10423,102810023,1B2102,0,1,0,1020000088731,0
10424,102810023,1B2195,0,1,0,1020000088732,0
10425,102810023,300004,540,1,540,1020000088733,0
10426,102810049,1A1503,0,1,0,1020000089701,0
10427,102810049,1A1506,0,3,0,1020000089702,0
10428,102850013,1B2002,0,1,0,1020000088741,0
10429,102850013,300004,540,1,540,1020000088742,0
10430,104150286,1A1502,0,1,0,1040000425071,0
10431,104150286,1045A0051,1080,1,1080,1040000425072,0
10432,104150286,1A1508,0,2,0,1040000425073,0
10433,104410075,1045A0027,3240,1,3240,1040000424931,0
10434,104510039,1B2203,0,1,0,1290000052901,0
10435,104510039,1B2202,0,1,0,1290000052902,0
10436,104510039,1B2295,0,1,0,1290000052903,0
10437,104510039,300004,540,1,540,1290000052904,0
10438,104510039,300011,2160,1,2160,1290000052905,0
10439,104710127,200006,8640,1,8640,1040000427201,1
10440,104710127,300013,1080,1,1080,1040000427202,0
10441,104710127,200071,16200,1,16200,1040000427203,2
10442,104710127,400021,-4968,1,-4968,1040000427204,0
10443,104730024,1B2201,28080,1,28080,1430000222721,4
10444,104730024,1B2202,0,1,0,1430000222722,0
10445,104730024,200035,2160,2,4320,1430000222723,0
10446,104730024,400543,-2160,2,-4320,1430000222724,0
10447,104730024,1B2206,0,4,0,1430000222725,0
10448,108140003,1A1402,0,1,0,1080000032901,0
10449,108140003,1A1404,0,1,0,1080000033251,0
10450,108140003,1A1402,0,1,0,1080000033252,0
10451,108140003,1A1402,0,1,0,1080000033421,0
10452,108150001,1A1404,0,1,0,1080000033141,0
10453,108150001,1A1407,0,1,0,1080000033142,0
10454,108150001,300010,2160,1,2160,1080000033143,0
10455,108150001,5A0014,10800,1,10800,1080000033144,0
10456,108150001,1A1404,0,1,0,1080000033351,0
10457,108150001,1A1407,0,1,0,1080000033361,0
10458,108150001,300010,2160,1,2160,1080000033362,0
10459,108150037,200006,8640,1,8640,1080000033191,1
10460,108150037,400021,-1728,1,-1728,1080000033192,0
10461,108150037,300004,540,1,540,1080000033193,0
10462,108250022,1B2203,0,1,0,1080000033011,0
10463,108250022,600094,3024,1,3024,1080000033012,0
10464,108310018,200006,8640,1,8640,1080000033081,1
10465,108310018,300004,540,1,540,1080000033082,0
10466,108310018,600094,3024,1,3024,1080000033083,0
10467,108410069,1A1601,82080,1,82080,730000108031,3
10468,108410069,1A1602,0,1,0,730000108032,0
10469,108410069,1A1603,0,1,0,730000109221,0
10470,108410069,1A1604,0,1,0,730000109222,0
10471,108610010,1A1502,0,1,0,1080000033061,0
10472,108610010,1A1505,0,1,0,1080000033062,0
10473,108610010,1A1506,0,2,0,1080000033063,0
10474,108610010,1A1507,0,2,0,1080000033064,0
10475,108610010,1A1518,0,1,0,1080000033065,0
10476,108630017,1A1502,0,1,0,1080000032981,0
10477,108630017,300008,3240,1,3240,1080000032982,0
10478,108630017,1A1507,0,3,0,1080000032983,0
10479,108630017,1A1503,0,1,0,1080000033301,0
10480,108630017,200016,3240,1,3240,1080000033302,0
10481,108650006,200006,8640,1,8640,1080000033021,1
10482,108650006,400145,-2160,1,-2160,1080000033022,0
10483,108650006,300008,3240,1,3240,1080000033023,0
10484,108710020,1B2102,0,1,0,1080000033281,0
10485,108810007,1B2001,42120,1,42120,1080000033271,0
10486,108810007,1B2002,0,1,0,1080000033272,0
10487,109110062,1B2203,0,1,0,1090000497521,0
10488,109110062,1B2295,0,1,0,1090000497522,0
10489,109110062,300004,540,1,540,1090000497523,0
10490,109110062,1B2201,28080,1,28080,1090000497524,4
10491,109110062,200080,1944,1,1944,1090000497525,0
10492,109110062,400543,-1944,1,-1944,1090000497526,0
10493,109130019,200082,2268,1,2268,1090000503171,0
10494,109230052,109000005,0,1,0,1090000501751,0
10495,109230052,1A1603,0,1,0,1090000502331,0
10496,109230052,1A1602,0,1,0,1090000502332,0
10497,109230052,1A1606,0,1,0,1090000502333,0
10498,109230052,1A1695,0,1,0,1090000502334,0
10499,109310083,200049,0,1,0,1090000498521,0
10500,109310083,200071,16200,1,16200,1090000498522,2
10501,109310083,400548,0,1,0,1090000498523,0
10502,109310083,200101,16200,1,16200,1090000498524,0
10503,109310083,200102,0,1,0,1090000498525,0
10504,109310083,200103,0,1,0,1090000499781,0
10505,109310083,600006,329,1,329,1090000499791,0
10506,109310083,200071,16200,1,16200,1090000501331,2
10507,109310083,200080,1944,2,3888,1090000501332,0
10508,109310083,200081,2052,1,2052,1090000501333,0
10509,109330041,200101,16200,1,16200,1090000502731,0
10510,109330041,200102,0,1,0,1090000502732,0
10511,109410137,1095B0015,0,1,0,1090000497201,0
10512,109410137,109000027,0,1,0,1090000497202,0
10513,109410137,,0,1,0,1090000497261,0
10514,109410137,1A1502,0,1,0,1090000500511,0
10515,109410137,1095A0015,0,1,0,1090000501031,0
10516,109410137,1095A0013,0,1,0,1090000501032,0
10517,109510135,1A1605,0,1,0,1090000497131,0
10518,109510135,600006,329,1,329,1090000497141,0
10519,109510135,600095,2376,1,2376,1090000497142,0
10520,109510135,1A1602,0,1,0,1090000502081,0
10521,109620063,200071,16200,1,16200,1090000499451,2
10522,109750050,200073,8640,1,8640,1090000502241,0
10523,109750050,400548,0,1,0,1090000502242,0
10524,110120047,200006,8640,1,8640,1100000050441,1
10525,110120047,400532,0,1,0,1100000050442,0
10526,110120047,200071,16200,1,16200,1100000050561,2
10527,110120047,200101,16200,1,16200,1100000050562,0
10528,110120047,200102,0,1,0,1100000050563,0
10529,110120047,200103,0,1,0,1100000050564,0
10530,110120047,200104,0,2,0,1100000050565,0
10531,110120047,300014,5400,1,5400,1100000050566,0
10532,110120047,400533,-2160,1,-2160,1100000050567,0
10533,110130008,1A1503,0,1,0,1100000050311,0
10534,110130008,1A1508,0,3,0,1100000050312,0
10535,110130008,600050,540,1,540,1100000050313,0
10536,110130008,600009,771,1,771,1100000050314,0
10537,110220002,1B2102,0,1,0,1100000050281,0
10538,110220002,400461,-8640,1,-8640,1100000050282,0
10539,110220002,200073,8640,1,8640,1100000050283,0
10540,110220002,300004,540,4,2160,1100000050284,0
10541,110220002,300009,1080,4,4320,1100000050285,0
10542,110220002,600002,391,2,782,1100000050286,0
10543,110220002,600008,648,2,1296,1100000050287,0
10544,110220002,200080,1944,2,3888,1100000050288,0
10545,110810028,200006,8640,1,8640,1100000050461,1
10546,110810028,400021,-1728,1,-1728,1100000050462,0
10547,111110024,1A1525,0,1,0,1110000054031,0
10548,111110024,1A1525,0,1,0,1110000054791,0
10549,111110024,1A1528,0,1,0,1110000054792,0
10550,111120006,1B1702,0,1,0,1110000054591,0
10551,111120006,000001,0,1,0,1110000054592,0
10552,111120034,1A0949,0,1,0,1110000053991,0
10553,111120034,1A0910,0,2,0,1110000053992,0
10554,111130008,200006,8640,1,8640,1110000055261,1
10555,111130008,300004,540,1,540,1110000055262,0
10556,111130010,201903,0,1,0,1110000053981,0
10557,111130010,201904,0,1,0,1110000053982,0
10558,111130010,1B1602,0,1,0,1110000053983,0
10559,111130010,1B1607,0,1,0,1110000053984,0
10560,111130010,300004,540,1,540,1110000053985,0
10561,111130010,600030,1700,1,1700,1110000053986,0
10562,111130013,1A1502,0,1,0,1110000054301,0
10563,111130013,1A1503,0,1,0,1110000054302,0
10564,111130013,1A1507,0,3,0,1110000054303,0
10565,111130014,200049,0,1,0,1110000054311,0
10566,111130014,1A1501,105840,1,105840,1110000054312,5
10567,111130014,1A1504,0,1,0,1110000054313,0
10568,111130014,1A1505,0,1,0,1110000054314,0
10569,111130014,1A1506,0,4,0,1110000054315,0
10570,111130014,1A1518,0,1,0,1110000054316,0
10571,111130014,1A1517,0,1,0,1110000054317,0
10572,111130014,1A1511,0,3,0,1110000054318,0
10573,111130014,1A1512,0,1,0,1110000054319,0
10574,111130014,1B2201,28080,1,28080,1110000054320,4
