,Name,Coefficients
0,コース受諾回数_あり,0.43821316581524966
1,職業_その他,-0.013843091103246982
2,職業_パート・アルバイト,-0.06890389100482697
3,職業_主婦,-0.056171616917700624
4,職業_会社員,-0.0490029287478733
5,職業_学生,-0.04748897245150863
6,職業_自営業,-0.07506067788891464
